"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactiontype_Code","Transactiontype_ItemName_ENG","Transactiontype_SortOrder","Transactiontype_Hierarchy","Transactiontype_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"1169",26,"V","Property value taxed (£ million)","103","0","","202021Q1","April to June 2020-21","310","202021","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1170",32,"V","Property value taxed (£ million)","103","0","","202021Oct","October 2020-21","331","202021Q3","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1171",30,"C","Number of transactions","101","0","","202021Oct","October 2020-21","331","202021Q3","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1172",0.5,"D","Tax due (£ million)","102","0","","202021Oct","October 2020-21","331","202021Q3","","MR","Revenue from main rate","121","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1173",0.3,"D","Tax due (£ million)","102","0","","202021Q1","April to June 2020-21","310","202021","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1174",0.7,"D","Tax due (£ million)","102","0","","202021Q1","April to June 2020-21","310","202021","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1175",12,"V","Property value taxed (£ million)","103","0","","202021Q1","April to June 2020-21","310","202021","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1176",17,"V","Property value taxed (£ million)","103","0","","202021Oct","October 2020-21","331","202021Q3","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1177",20,"C","Number of transactions","101","0","","202021Oct","October 2020-21","331","202021Q3","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1178",10,"C","Number of transactions","101","0","","202021Oct","October 2020-21","331","202021Q3","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1179",0.9,"D","Tax due (£ million)","102","0","","202021Oct","October 2020-21","331","202021Q3","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1180",15,"V","Property value taxed (£ million)","103","0","","202021Oct","October 2020-21","331","202021Q3","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1181",1.8,"D","Tax due (£ million)","102","0","","202021Oct","October 2020-21","331","202021Q3","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1182",1.7,"D","Tax due (£ million)","102","0","","202021Nov","November 2020-21","332","202021Q3","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1183",32,"V","Property value taxed (£ million)","103","0","","202021Nov","November 2020-21","332","202021Q3","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1184",30,"C","Number of transactions","101","0","","202021Nov","November 2020-21","332","202021Q3","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1185",0.4,"D","Tax due (£ million)","102","0","","202021Nov","November 2020-21","332","202021Q3","","MR","Revenue from main rate","121","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1186",0.4,"D","Tax due (£ million)","102","0","","202021Oct","October 2020-21","331","202021Q3","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1187",0.9,"D","Tax due (£ million)","102","0","","202021Oct","October 2020-21","331","202021Q3","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1188",1,"D","Tax due (£ million)","102","0","","202021Nov","November 2020-21","332","202021Q3","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1189",23,"V","Property value taxed (£ million)","103","0","","202021Nov","November 2020-21","332","202021Q3","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1190",30,"C","Number of transactions","101","0","","202021Nov","November 2020-21","332","202021Q3","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1191",10,"C","Number of transactions","101","0","","202021Nov","November 2020-21","332","202021Q3","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1192",0.7,"D","Tax due (£ million)","102","0","","202021Nov","November 2020-21","332","202021Q3","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1193",9,"V","Property value taxed (£ million)","103","0","","202021Nov","November 2020-21","332","202021Q3","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1194",0,"V","Property value taxed (£ million)","103","0","","202021May","May 2020-21","312","202021Q1","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1195",0.5,"D","Tax due (£ million)","102","0","","202021May","May 2020-21","312","202021Q1","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1196",7,"V","Property value taxed (£ million)","103","0","","202021May","May 2020-21","312","202021Q1","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1197",10,"C","Number of transactions","101","0","","202021May","May 2020-21","312","202021Q1","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1198",0,"D","Tax due (£ million)","102","0","","202021May","May 2020-21","312","202021Q1","","MR","Revenue from main rate","121","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1199",0.3,"D","Tax due (£ million)","102","0","","202021Nov","November 2020-21","332","202021Q3","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1200",0,"D","Tax due (£ million)","102","0","","202021May","May 2020-21","312","202021Q1","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1201",0,"D","Tax due (£ million)","102","0","","202021May","May 2020-21","312","202021Q1","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1202",0,"V","Property value taxed (£ million)","103","0","","202021May","May 2020-21","312","202021Q1","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1203",0,"C","Number of transactions","101","0","","202021May","May 2020-21","312","202021Q1","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1204",0,"C","Number of transactions","101","0","","202021May","May 2020-21","312","202021Q1","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1205",0,"D","Tax due (£ million)","102","0","","202021May","May 2020-21","312","202021Q1","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1206",0.7,"D","Tax due (£ million)","102","0","","202021Mar","March 2020-21","343","202021Q4","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1207",13,"V","Property value taxed (£ million)","103","0","","202021Mar","March 2020-21","343","202021Q4","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1208",2.4,"D","Tax due (£ million)","102","0","","202021Mar","March 2020-21","343","202021Q4","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1209",46,"V","Property value taxed (£ million)","103","0","","202021Mar","March 2020-21","343","202021Q4","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1210",50,"C","Number of transactions","101","0","","202021Mar","March 2020-21","343","202021Q4","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1211",0.3,"D","Tax due (£ million)","102","0","","202021Mar","March 2020-21","343","202021Q4","","MR","Revenue from main rate","121","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1212",0.2,"D","Tax due (£ million)","102","0","","202021Jun","June 2020-21","313","202021Q1","","MR","Revenue from main rate","121","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1213",0.4,"D","Tax due (£ million)","102","0","","202021Mar","March 2020-21","343","202021Q4","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1214",1.6,"D","Tax due (£ million)","102","0","","202021Mar","March 2020-21","343","202021Q4","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1215",34,"V","Property value taxed (£ million)","103","0","","202021Mar","March 2020-21","343","202021Q4","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1216",40,"C","Number of transactions","101","0","","202021Mar","March 2020-21","343","202021Q4","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1217",10,"C","Number of transactions","101","0","","202021Mar","March 2020-21","343","202021Q4","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1218",10,"C","Number of transactions","101","0","","202021Jun","June 2020-21","313","202021Q1","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1219",0.3,"D","Tax due (£ million)","102","0","","202021Jun","June 2020-21","313","202021Q1","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1220",5,"V","Property value taxed (£ million)","103","0","","202021Jun","June 2020-21","313","202021Q1","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1221",0.6,"D","Tax due (£ million)","102","0","","202021Jun","June 2020-21","313","202021Q1","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1222",11,"V","Property value taxed (£ million)","103","0","","202021Jun","June 2020-21","313","202021Q1","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1223",10,"C","Number of transactions","101","0","","202021Jun","June 2020-21","313","202021Q1","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1224",0.3,"D","Tax due (£ million)","102","0","","202021Jul","July 2020-21","321","202021Q2","","MR","Revenue from main rate","121","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1225",0.2,"D","Tax due (£ million)","102","0","","202021Jul","July 2020-21","321","202021Q2","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1226",0.1,"D","Tax due (£ million)","102","0","","202021Jun","June 2020-21","313","202021Q1","","HR","Revenue from higher rate","122","RH","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1227",0.3,"D","Tax due (£ million)","102","0","","202021Jun","June 2020-21","313","202021Q1","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1228",6,"V","Property value taxed (£ million)","103","0","","202021Jun","June 2020-21","313","202021Q1","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1229",10,"C","Number of transactions","101","0","","202021Jun","June 2020-21","313","202021Q1","","RS","Main rate residential","110","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1230",10,"C","Number of transactions","101","0","","202021Jul","July 2020-21","321","202021Q2","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1231",0.5,"D","Tax due (£ million)","102","0","","202021Jul","July 2020-21","321","202021Q2","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1232",8,"V","Property value taxed (£ million)","103","0","","202021Jul","July 2020-21","321","202021Q2","","RH","Higher rates residential","120","RE","","A05","Residential £750,001 to £1.5m","105","A99","",""
"1233",10,"C","Number of transactions","101","0","","202021Jul","July 2020-21","321","202021Q2","","RE","Residential","100","TO","","A05","Residential £750,001 to £1.5m","105","A99","",""
